dish_name,calories__kcal_,carbohydrates__g_,protein__g_,fats__g_,free_sugar__g_,fibre__g_,sodium__mg_,calcium__mg_,iron__mg_,vitamin_c__mg_,folate__µg_,calories_from_carb,calories_from_protein,calories_from_fat,carb_pct,protein_pct,fat_pct
Sambar,-0.7296577801004325,-0.4650588085542814,-0.4077269496709307,-0.5815207505802288,-0.44574317841307803,0.5622279369645382,-0.18375807776480044,-0.43966595969503797,0.06778927655647406,0.22102090758355078,0.5128956935310971,-0.4650588085542814,-0.4077269496709307,-0.5815207505802287,0.15088104275098682,-0.00011242577598398002,-0.32055418975189215
Besan kadhi with pakodies,0.9045750667142736,-0.8838744041135036,-0.9046686198726062,1.2876486453291764,-0.6421509484707659,-0.41602133303921857,-0.2401879331154479,-0.5243737555022631,-0.49795826606298876,-0.40642753830369993,0.6811132477150676,-0.8838744041135036,-0.9046686198726062,1.2876486453291764,-1.3892738102561437,-0.6394199407023414,0.8603612418471979
Khatta channa,-0.1662119677910186,0.1664505844644032,0.44957008371792434,-0.27920547011123836,-0.32935338874926307,1.1903289442732232,0.01842699642956925,-0.2834535096337278,0.5282814624095251,0.2419617086205789,3.862784634543108,0.1664505844644032,0.44957008371792434,-0.2792054701112383,0.07866151677854996,-0.07272902446015367,-0.1848983162324137
Sprouted moong dal chat,-1.073378391584973,-0.7374980547383119,-0.9889452773921884,-0.7801291710825105,-0.5863808409235212,-0.2210934342192818,-0.22517464265503156,-0.6429053296703418,-0.16903527616795225,0.9357226911250854,0.03583527685777788,-0.7374980547383119,-0.9889452773921884,-0.7801291710825105,1.31921500536806,0.14687722338834866,-1.0114558230951525
Potato cauliflower (Aloo gobhi),-0.6802729412742594,-0.7386929637128032,-0.8291102372688426,-0.3980770124315695,-0.6777144953124872,0.381739141760893,-0.1293399004659484,-0.5489998397474458,-0.04404454000783832,1.8016635932673788,0.2797887886947126,-0.7386929637128032,-0.8291102372688426,-0.3980770124315695,-0.658055035519201,-0.3495556033473368,0.2929122452725632
Potato capsicum (Shimla mirch aloo),-0.577076760789762,-0.5755878886947323,-0.9715087275605506,-0.33937501622399857,-0.6696318710302777,0.020761551353602702,-0.11610397328424901,-0.6442404788161649,-0.1821921957637537,2.5830657060379663,-0.0273414516366545,-0.5755878886947323,-0.9715087275605506,-0.33937501622399857,-0.4575038110106149,-0.4891984746362782,0.24905267226418074
Cabbage and peas (Pattagobhi aur matar),-0.905864591635719,-0.7237566015316612,-0.4396939576955998,-0.6666386450812066,-0.6348765866167775,0.7318874044559647,-0.12992854489587716,-0.213284004525466,-0.02430916061413611,1.5585176256707742,0.6605617818192885,-0.7237566015316612,-0.4396939576955998,-0.6666386450812065,-0.023917675826344846,0.3385367376397714,-0.39611128408858914
Carrot and fenugreek leaves (Gajar methi),-0.9163175380827276,-0.8474296803915171,-0.7709884044967168,-0.6094041987788249,-0.5427346697995906,0.8907175442351722,-0.12468217997670615,1.022915754601692,1.0414013266457822,1.4417920495199321,0.7694084345265636,-0.8474296803915171,-0.7709884044967168,-0.609404198778825,-0.4900869764994449,-0.013734698350694548,-0.001092509424446462
Potato fenugreek (Aloo methi),-0.5257719930243425,-0.5905242508758743,-0.7273970299176225,-0.3046430018011858,-0.6696318710302777,0.34925115862423695,-0.1481022272956198,0.710935904194346,0.9164105904856682,2.0983249412919442,0.6070899122200851,-0.5905242508758743,-0.7273970299176225,-0.3046430018011858,-0.5619042935444979,-0.3756734913711307,0.24832857950571674
Brinjal bhartha (Baingan ka bhartha),-0.8992515030672034,-0.8336882271848665,-0.9802270024763696,-0.5766289175629312,-0.5661742802179978,0.4719835393627156,-0.19941144760533347,-0.6234714921033602,-0.4321736680839815,0.3645041739483732,0.9739716367299214,-0.8336882271848665,-0.9802270024763696,-0.5766289175629311,-0.48666646196297547,-0.2804338628200349,0.14095381194701437
Dry potato (Sookhe aloo),-0.6964323431795838,-0.237428648913677,-0.9104808031498186,-0.5913044166148239,-0.6866053820229174,-0.029775311303417987,-0.16064092515254916,-0.6331142359343052,-0.20192757515745594,0.3327051797810342,-0.48594360727394975,-0.237428648913677,-0.9104808031498186,-0.5913044166148238,0.617225755634051,-0.39543809460846746,-0.4118306761874117
Beans with coconut (Nariyal aur sem/phali; Beans thoran),-0.5445446315414191,-0.8342856816721121,-0.6198716392891898,-0.2386032560676684,-0.5467759819406952,1.309451549107629,-0.11968727481400962,-0.118043365456747,0.13357387453548142,-0.3342981125094919,0.6590394510121937,-0.8342856816721121,-0.6198716392891898,-0.2386032560676684,-1.0124289759327674,-0.3074194813262591,0.48769559636579474
Cauliflower with coconut (Nariyal ke saath phoolgobhi),-0.5419847262890904,-0.8581838611619393,-0.6140594560119772,-0.23028713993826255,-0.5750651669284281,1.193938720177296,-0.11145196778947213,-0.3635624583831177,0.1269954147375807,1.4402408790727448,0.35400241554058204,-0.8581838611619393,-0.6140594560119772,-0.23028713993826253,-1.0608150579136328,-0.3057620275080155,0.5067081822467374
Carrot and cabbage with coconut (Nariyal ke saath pattagobhi aur gajar),-0.6779796928190484,-0.7984384124373712,-0.8523589703776928,-0.37410703064681144,-0.5225281090940672,0.9232055273718283,-0.14943382100604122,-0.16685048423183818,-0.19534911535955518,1.0222004435557757,0.5905345646929296,-0.7984384124373712,-0.8523589703776928,-0.3741070306468114,-0.8056818674033657,-0.3667982382029152,0.3767386678734307
Raw turnip with coconut ,-0.5417714008513964,-0.7512395079449624,-0.8581711536549055,-0.23468978965383036,-0.3576425737369959,0.29871429596721627,-0.11745842697253173,-0.13688380340336279,-0.20850603495535666,0.2714339471171369,-0.25397845054288626,-0.7512395079449624,-0.8581711536549055,-0.23468978965383036,-0.8528230765548135,-0.43913090737310506,0.49287456694858345
Raw papaya with coconut (Papaya thoran),-0.5385715192859857,-0.7631885976898761,-0.933729536258669,-0.23713570616247917,-0.40452179457381027,0.8474002333862973,-0.12031020921073034,-0.387743492913026,-0.20850603495535666,0.41608059131734987,0.04649159250744122,-0.7631885976898761,-0.933729536258669,-0.23713570616247917,-0.8790105968208102,-0.48147658369975715,0.4778402092574883
Stuffed okra (Bharwa bhindi),-0.7434172708316987,-0.8665482239833789,-0.7768005877739294,-0.4210686276128682,-0.6744814455996033,0.7896438189211312,-0.15490307070935996,0.40073625264809776,0.028318517769069636,0.3102132082968187,0.4325927434568487,-0.8665482239833789,-0.7768005877739294,-0.4210686276128681,-0.8978192279942577,-0.2624849636668976,0.38339065699081715
Stuffed round gourd (Bharwa tinde),-0.8582930190299456,-0.8563914977002023,-1.0615975683573455,-0.5145026382432519,-0.5548586062229046,0.04963975858618595,-0.17197947417175966,-0.588460914501775,-0.35981061030707345,0.8806561402499373,0.5676996025865082,-0.8563914977002023,-1.0615975683573455,-0.5145026382432519,-0.6763995510295906,-0.40791863443247056,0.3401385757605529
Stuffed capsicum (Bharwa shimla mirch),-0.7615499330356931,-0.6030707951080336,-0.9918513690307947,-0.5169485547519007,-0.6154782883394749,0.017151775449529713,-0.1755284857347283,-0.6632292666678721,-0.346653690711272,2.311223085168397,-0.05493369751524687,-0.6030707951080336,-0.9918513690307947,-0.5169485547519006,-0.12923514939998168,-0.4157772267645018,0.021346935103073072
Stuffed brinjal (Bharwa baingan),-0.7505636729944494,-0.8599762246236764,-0.9366356278972752,-0.4176443445007598,-0.6389178987578822,0.7679851634966935,-0.15327429728674155,-0.5267473539837264,-0.2545552535406617,-0.5243164922899324,-0.45911252679890463,-0.8599762246236764,-0.9366356278972752,-0.41764434450075977,-0.8706094179663709,-0.3797936617146876,0.42098137702465227
Stuffed tomatoes (Bharwa tamatar),-0.7486970754146265,-0.7267438739678895,-0.4280695911411748,-0.4993379558896295,-0.4966637113909972,0.08573751762691502,-0.18015191625717858,-0.010638034170528138,-0.3400752309133712,0.5266014856794429,-0.0726307931477234,-0.7267438739678895,-0.4280695911411748,-0.4993379558896294,-0.5059962757593892,0.011877605904792045,0.06510993166782861
Pea potato curry (Aloo matar),-0.7083252363310273,-0.514647530995673,-0.369947758369049,-0.5448320029504969,-0.562941230505114,0.5947159201011942,-0.18644984015796986,-0.5752577729486348,-0.07693683899734201,2.1467990177665466,0.8919560644976914,-0.514647530995673,-0.369947758369049,-0.5448320029504968,-0.04191200781543273,-0.0018277481199274262,-0.21027258933974197
Pea paneer curry (Matar paneer),-0.5274785965258949,-0.5415329829217286,0.5396589245147194,-0.41666597789730037,-0.39886395757626364,0.4828128670749342,-0.1850153765471726,0.6723649288705659,-0.03746608020993759,1.6981229659176285,1.6321894194475166,-0.5415329829217286,0.5396589245147194,-0.4166659778973003,-0.4661683558372757,0.30299799069945915,-0.08030184648696814
Pea mushroom curry (Matar mushroom),-0.7489637322117442,-0.6538544265239166,-0.25661018446340367,-0.5433644530453077,-0.5661742802179978,0.6849603177030168,-0.18607836551772358,-0.5515217881340008,-0.10982913798684568,1.6981229659176285,0.8230705954766536,-0.6538544265239166,-0.25661018446340367,-0.5433644530453076,-0.30452610084204346,0.14482840347216103,-0.12281416671497021
Pea curry (Matar ki sabzi),-0.6972856449303602,-0.5469100733069397,-0.07062031959260132,-0.5458103695539565,-0.5532420813664627,0.8943273201392454,-0.1864955601136925,-0.5251155050277204,0.04147543736487111,2.442684780567518,1.2654979862885671,-0.5469100733069397,-0.07062031959260132,-0.5458103695539563,-0.15228465983405903,0.1932829361501712,-0.23404534857439038
Pea vadi curry,-0.7028321063104053,-0.5648337079243101,-0.03284112829071959,-0.5472779194591457,-0.5580916559357884,0.8365709056740789,-0.1894902172135243,-0.5378735968655861,0.04147543736487111,2.442684780567518,1.2940416889215938,-0.5648337079243101,-0.03284112829071959,-0.5472779194591457,-0.18349813631686593,0.229376006736909,-0.2299026828613892
Paneer curry,-0.3051401590892696,-0.5947064322865941,0.8854838295088676,-0.1901741091964224,-0.20488097480323872,-0.20304455469891733,-0.1514397840633713,1.9164272329675711,-0.21508449475325733,0.20899933661784936,1.0337231209083906,-0.5947064322865941,0.8854838295088676,-0.1901741091964224,-0.7936879730822152,0.20160411784539395,0.16710706903740366
Lotus stem curry (Kamal kakdi curry),-0.6580870957540781,-0.5445202553579569,-0.9366356278972752,-0.44112514298378824,-0.5443511946560324,0.4250564526097679,-0.1508911445946998,-0.4938136750534218,0.37697688705780835,0.9834211823760939,0.08017316161441276,-0.5445202553579569,-0.9366356278972752,-0.4411251429837882,-0.23814692850165167,-0.43398799875639116,0.08053684447845386
Gravy for kofta,-0.5767567726332209,-0.7195744201209415,-0.8727016118479369,-0.2894783194475633,-0.41179615642779865,-0.0008971040708347371,-0.0961357826223934,-0.30006869900397165,-0.2545552535406617,0.093049345690601,-0.25949689971860473,-0.7195744201209415,-0.8727016118479369,-0.2894783194475633,-0.7528737897164269,-0.4325626194047671,0.4071530524471171
Pea kofta curry (Matar kofta curry),1.93019043978785,-0.8474296803915171,-0.7971432292441735,2.3051499129270727,-0.6421509484707659,-0.09475127757673021,-0.22746064044116274,-0.6829598040450366,-0.3795459897007756,2.3271225822520663,1.6725311858355274,-0.8474296803915171,-0.7971432292441735,2.3051499129270727,-1.4173231317260566,-0.6539158774084047,0.8765716233693127
Spinach kofta curry (Palak kofta curry),1.8028351534845013,-0.8838744041135036,-1.064503659995952,2.212205085598419,-0.6470005230400915,-0.3763137980944167,-0.21520769230749975,-0.453462500868544,-0.20192757515745594,1.915674621135643,3.989518674233746,-0.8838744041135036,-1.064503659995952,2.2122050855984186,-1.4292234034343763,-0.6846895419351535,0.8985009743865164
Paneer kofta curry,2.3315089194497847,-0.9012005842436284,-0.6867117469771344,2.729271835526773,-0.5532420813664627,-0.5640221451062076,-0.2053721868326705,-0.005742487302509792,-0.5242721052545917,0.09343713830239773,1.0753969267526096,-0.9012005842436284,-0.6867117469771344,2.7292718355267724,-1.4500008831278126,-0.6499767800416322,0.8958613881102543
Lotus stem kofta curry (Kamal kakdi kofta curry),2.132316292002964,-0.79724350346288,-1.1022828512978338,2.518923015782977,-0.6421509484707659,-0.3438258149577605,-0.2128645445767153,-0.6018124059600065,-0.32033985151966904,0.9287424241127427,0.3144218145561183,-0.79724350346288,-1.1022828512978338,2.518923015782977,-1.4033854959405982,-0.6928873057254312,0.8869620679894247
Raw banana kofta curry (Kela kofta curry),2.0987708669255745,-0.8934336759094345,-1.2010899670104476,2.529685048421032,-0.5273776836633928,-0.4954364029288225,-0.22441454839114294,-0.7513491102922009,-0.563742864041996,0.3482168842529068,0.10357899777349458,-0.8934336759094345,-1.2010899670104476,2.529685048421032,-1.4416060129931771,-0.7039307780281884,0.9147882064876722
Cauliflower kofta curry (Phoolgobhi kofta curry),2.172528137008293,-0.9400351259145976,-1.0790341181889833,2.6099111099047123,-0.6461922606118706,-0.3474355908618334,-0.22141417629684582,-0.7063990890494878,-0.4848013464671873,1.5251674610562478,0.9185968536218497,-0.9400351259145976,-1.0790341181889833,2.6099111099047123,-1.4620975930105076,-0.6906451303354562,0.9190939196494665
Cabbage kofta curry (Pattagobhi kofta curry),2.165648391642659,-0.9250987637334556,-1.096470668020621,2.5991490772666577,-0.641342686042545,-0.3835333499025625,-0.22187137585407207,-0.6589271194202196,-0.5242721052545917,1.1210875595639642,0.9355327838507789,-0.9250987637334556,-1.096470668020621,2.5991490772666572,-1.4559669520401688,-0.6925423252636522,0.9166518562850802
Ghiya/Lauki Kofta Curry,2.1597819421060733,-0.9346580355293864,-1.1226254927680777,2.5991490772666577,-0.6470005230400915,-0.40880178123107275,-0.2226829050681486,-0.7155967831651584,-0.5308505650524924,0.27996538457666703,0.8731172207598938,-0.9346580355293864,-1.1226254927680777,2.5991490772666572,-1.4596974433074767,-0.6954407410296397,0.9203043387490936
Spinach paneer kofta curry (Palak paneer kofta curry),1.985495059510033,-0.9209165823227359,-0.9656965442833382,2.4039649398764835,-0.6195196004805796,-0.437679988463656,-0.21814519946267827,-0.3288485805917154,-0.3006044721259668,1.2676731668231613,2.981735679937018,-0.9209165823227359,-0.9656965442833382,2.4039649398764835,-1.4503501797649556,-0.675187718903252,0.9061377525807295
Vegetarian egg kofta curry,2.0995175059575035,-0.842052590006306,-0.994757460669401,2.4934854840930294,-0.6170948131959169,-0.47738752340845786,-0.22013401753661238,-0.46711069213695855,-0.49137980626508804,0.8116290553501038,0.5060452048991707,-0.842052590006306,-0.994757460669401,2.4934854840930294,-1.4205625325620082,-0.6802142247600483,0.8912547670816349
Baked vegetables,-0.7719495481232782,-0.5923166143376114,-0.3147320172355295,-0.5785856507698501,-0.5063628605296484,0.13627438028393554,-0.20366911848200278,0.30149016614190927,-0.3400752309133712,1.2564271810810532,0.6841579093292571,-0.5923166143376114,-0.3147320172355295,-0.5785856507698501,-0.06757238556054738,0.13982877826397905,-0.2286337750006932
Cauliflower musallam (Phoolgobhi musallam),-0.9327969281445929,-0.828908591286901,-0.8320163289074489,-0.6221229646237987,-0.5750651669284281,0.39617824537718466,-0.20443492774035668,-0.5231869562615314,-0.20192757515745594,2.202253361253491,0.6767365466446702,-0.828908591286901,-0.8320163289074489,-0.6221229646237986,-0.3547659546876291,-0.05121996498144236,-0.024313329791660558
Baked vegetables with spinach ,-0.8316806706776126,-0.6825322419117092,-0.44550614097281244,-0.5986421661407703,-0.5443511946560324,0.13266460437986272,-0.20472639245808844,0.27819923104254957,0.015161598173268162,2.493485612712901,3.4643145457860554,-0.6825322419117092,-0.44550614097281244,-0.5986421661407701,-0.15601946516716703,0.14303397872291843,-0.19123282718128717
Baked potato with skin ,-0.5224654487400847,-0.4327962662430147,-0.38447821656208037,-0.3799772302675685,-0.5791064790695327,-0.2752400727803754,-0.07233854566876813,0.4477631725620914,-0.41901674848818,-0.10743943460835363,-0.5945999686303379,-0.4327962662430147,-0.38447821656208037,-0.37997723026756847,-0.2675200920967844,-0.19508425318034786,0.019923323079901776
Shepherd's pie (vegetarian),-0.523212087772014,-0.3778304534164121,0.08340253725353206,-0.4386792264751394,-0.48858108710878784,0.09656684533913365,-0.2073838648844659,0.38145076498620767,-0.247976793742761,1.4359751603429798,0.9361036579034394,-0.3778304534164121,0.08340253725353206,-0.4386792264751394,-0.16199382302876544,0.05429047658297842,-0.15180126022409968
Baked brinjal in tomato sauce,-1.0405262741800891,-0.8498194983404999,-0.9221051697042438,-0.7165353418576419,-0.5354603079456022,0.13627438028393554,-0.22940945355383952,-0.49900592173162306,-0.5374290248503931,2.083588822043665,1.1941387297060004,-0.8498194983404999,-0.9221051697042438,-0.7165353418576418,0.11788629123710989,0.13270731799496427,-0.3842074550037521
Dum aloo,2.392413331911437,-0.8976158573201543,-1.1778412339015971,2.824662579364076,-0.655891409750522,-0.4629484197921663,-0.16986492621958837,-0.6436470791957991,-0.5111151856587902,0.5715854286478738,-0.1299084897646637,-0.8976158573201543,-1.1778412339015971,2.824662579364076,-1.4499031667753857,-0.7031449928924286,0.9165907722436933
Spinach paneer (Palak paneer),-0.8322673156312712,-0.8318958637231294,-0.21011271824570302,-0.5629317851144979,-0.5071711229578694,-0.01894598359119927,-0.1795689868217151,0.7917866024691932,0.4690753242284187,1.7667622582056652,4.297029497266887,-0.8318958637231294,-0.21011271824570302,-0.5629317851144979,-0.6486020372334089,0.36284000471914396,-0.006058199184876654
Methi chaman,1.2900008012680013,-0.9304758541186667,-0.933729536258669,1.6946491523683347,-0.5685990675026605,-0.5170950583532599,-0.24353691987213005,0.010279302447368145,-0.3334967711154705,1.8850390048036945,1.9145817841635937,-0.9304758541186667,-0.933729536258669,1.6946491523683345,-1.4350803470633569,-0.6567777809115338,0.8886833574988698
Sarson ka saag,-0.7780826544569821,-0.7781249598710182,-0.5094401570221508,-0.5091216219242246,-0.6526583600376381,0.6235941273337775,-0.18038051603579167,1.105695001642728,0.8506259925066612,1.7423313236624656,1.6590204999225613,-0.7781249598710182,-0.5094401570221508,-0.5091216219242245,-0.5925220961730842,-0.008739979594297587,0.10021013124232853
Jackfruit sabzi (Kathal ki sabzi),2.0887979027133774,-0.8934336759094345,-1.1807473255402037,2.5110960829553006,-0.5039380732449856,-0.3402160390536876,-0.24124520709153358,-0.7421514161765302,-0.5703213238398968,-0.020961682177663386,-0.17310462641597732,-0.8934336759094345,-1.1807473255402037,2.5110960829553006,-1.4413569770314352,-0.7015226027457332,0.9092440011160834
Avial,-0.5822499026538427,-0.5905242508758743,-0.6663691055068904,-0.3584531649914592,-0.4037135321455893,1.2553049105465357,-0.2283578945722192,-0.4150398754498552,-0.08351529879524273,3.101932220622108,1.2727290576222674,-0.5905242508758743,-0.6663691055068904,-0.35845316499145913,-0.4800316794879518,-0.3106635106168257,0.19915166375576776
Al yakhani,-0.4596944386986101,-0.8187518650037244,-0.5501254399626389,-0.15299617826496079,-0.42553661770755463,-0.24997164145186504,-0.15706905361171924,0.6527827413984927,-0.44533058767978295,-0.35834125444089454,0.3713189284712848,-0.8187518650037244,-0.5501254399626389,-0.15299617826496079,-1.0406125847468364,-0.3183134199714684,0.5371653791665838
Shahi paneer,-0.4119095406551425,-0.6998584220418339,0.08921472053074452,-0.19213084240334147,-0.3083385656155187,-0.20304455469891733,-0.15186269365380556,0.9717350373451372,-0.3400752309133712,0.6274275647466154,0.7106084071025286,-0.6998584220418339,0.08921472053074452,-0.19213084240334144,-0.8729531589809704,-0.04690597136682099,0.33752494095194235
Paneer in butter sauce,-0.469987391067348,-0.5170373489446557,0.6500904067817584,-0.36481254791394596,-0.10788948341672619,-0.16694679565818826,-0.1883815082872507,1.6424249582636399,-0.18877065556165445,0.13066522903489225,0.4481966342295701,-0.5170373489446557,0.6500904067817584,-0.36481254791394596,-0.5012833486371987,0.28162209478778344,-0.02117085696919693
Methi malai paneer,-0.2066904695934649,-0.6096427944677362,0.7518036141329784,-0.07374848338474004,-0.2283205852216459,-0.177776123370407,-0.14854228186945004,1.8407687813709255,-0.24139833394486027,-0.04073910537930107,0.6207908894839379,-0.6096427944677362,0.7518036141329784,-0.07374848338474001,-0.8826175454552052,0.06445626012530806,0.2759407341224087
Chilli paneer,2.9000212109044323,-0.8988107662946456,-0.7709884044967168,3.313845881093834,-0.5920386779210678,-0.5279243860654785,-0.22404878874536197,-0.2518549798492463,-0.5111151856587902,-0.3792820554779227,-0.23856485112105186,-0.8988107662946456,-0.7709884044967168,3.3138458810938336,-1.4594784379216876,-0.6680332194492821,0.9084469717284033
Paneer makhana korma,2.891008211161859,-0.8199467739782158,-0.4396939576955998,3.252697968377614,-0.564557755361556,-0.6326078872835927,-0.23092392708715143,0.19304638552005007,-0.3861244494986763,-0.5433183302679765,1.008985245293101,-0.8199467739782158,-0.4396939576955998,3.252697968377614,-1.4331922515917506,-0.6371082955369374,0.8815467982748764
Kadhai Paneer,-0.6706199652186036,-0.6580366079346363,-0.12292996908751443,-0.46264920825989764,-0.265500656919809,0.03881043087396715,-0.19245058434656415,0.4695706086105364,-0.32033985151966904,2.7602869296291113,1.4439912734204274,-0.6580366079346363,-0.12292996908751443,-0.4626492082598976,-0.48049420913169355,0.11584249312174881,0.02882958165888159
Roghan josh,-0.5020928694403028,-0.8020231393608453,1.3969559579035746,-0.35453969857762113,-0.498280236247439,0.04242020677804014,-0.15817204754352754,0.7781384112007786,0.4164476458452128,-0.08688642618312233,-0.09318225904350258,-0.8020231393608453,1.3969559579035746,-0.3545396985776211,-0.9822098136168025,0.7109485057165509,0.05926056976542104
Spinach mutton (Palak mutton),-0.8181878367434638,-0.8904464034732061,0.2868289519559723,-0.5653777016231467,-0.5985047773468353,0.09656684533913365,-0.2057265164895208,0.5489378078344688,0.8177336935171573,2.848703645118786,6.662160697439477,-0.8904464034732061,0.2868289519559723,-0.5653777016231467,-0.8648850270697411,0.7733699632774137,-0.05760886384310227
Pea keema curry (Matar keema ki sabzi),-0.5372382353003978,-0.7237566015316612,1.0685676027410638,-0.39758782912983975,-0.5661742802179978,0.36008048633645556,-0.19013601158810636,-0.360150410566014,0.14015233433338214,1.5887654493909258,0.8354395332842985,-0.7237566015316612,1.0685676027410638,-0.3975878291298397,-0.803973541296257,0.6039839767693992,-0.00750556311300397
Keema kofta curry,-0.4228424693369627,-0.759603870766402,1.4579838823143065,-0.2875215862406442,-0.5403098825149277,-0.16333701975411535,-0.09690730687521268,-0.14815839619031393,0.0743677363543748,-0.47390345275634616,-0.6591087365809782,-0.759603870766402,1.4579838823143065,-0.2875215862406442,-0.963786949754831,0.6013272472545468,0.11113494557173102
Kashmiri mutton koftas (Gushtaba),-0.7269912121292568,-0.9149420374502791,0.4582883586337433,-0.46460594146681666,-0.5411181449431487,-0.4846070752166037,-0.20057730647626038,-0.10899402124616778,-0.18877065556165445,-0.44326783642439754,-0.3573066540744428,-0.9149420374502791,0.4582883586337433,-0.4646059414668166,-1.045403403507123,0.6373747605911518,0.15457857862515442
Mutton yakhni,-0.6912058699560796,-1.0463820246443287,1.022070136523363,-0.41911189440594915,-0.7027706305873361,-0.46655819569623924,-0.2172022253758992,0.4262524363238293,0.3440845880683047,-0.5646469239168015,-0.6608213587389599,-1.0463820246443287,1.022070136523363,-0.4191118944059491,-1.400940138272679,0.9401383954433685,0.24164572603389897
Chicken yakhni,-0.7185648573403417,-1.0499667515678028,1.7166260381502663,-0.4973812226827104,-0.7035788930155572,-0.4846070752166037,-0.21928248336127854,-0.4693359407133305,-0.13614297717844856,-0.5646469239168015,-0.5327552795921134,-1.0499667515678028,1.7166260381502663,-0.49738122268271034,-1.4038296940458608,1.5324530422432294,0.000572417145345181
Mutton do piaza,-0.2689814974001279,-0.8492220438532541,1.3475524000472678,-0.09086989894528154,-0.4788819379701365,-0.011726431783053456,-0.2071438351169221,0.8713021515982171,0.3243492086746025,-0.28039493946973426,0.4959597633021679,-0.8492220438532541,1.3475524000472678,-0.09086989894528157,-1.1778434161487643,0.3491726833559176,0.33291953587471157
Mutton chops,2.292737021148891,-1.0081449374606053,-0.21011271824570302,2.692583087897041,-0.679331020168929,-0.6470469908998844,-0.24577148270807322,-0.3515461160707092,-0.32691831131756977,-0.42271482799916626,-0.467295054887039,-1.0081449374606053,-0.21011271824570302,2.6925830878970407,-1.4906256738611852,-0.5973574647418194,0.896770112223444
Shammi kebab,2.410332668677737,-0.8850693130879951,-0.06771422795399508,2.7561769171219095,-0.6882219068793592,-0.3293867113414689,-0.24391982450130703,-0.6937893471167135,-0.2545552535406617,-0.5045390690882947,-0.3936523020938301,-0.8850693130879951,-0.06771422795399508,2.7561769171219095,-1.4455647016040363,-0.5864713406922268,0.8662787587981665
Scotch egg,2.3634010723850456,-0.9824543945090409,-0.20430053496849057,2.7566661004236397,-0.6890301693075802,-0.5784612487224993,-0.22311724464751354,-0.6653061653391525,-0.3532321505091727,-0.4676987709675971,-0.2018386203998909,-0.9824543945090409,-0.20430053496849057,2.7566661004236397,-1.4815352307277772,-0.5992298294979576,0.8934844393805237
Shepherd's pie (with minced meat),-0.4850801657842022,-0.6150198848529472,0.7837706221576477,-0.36138826480183767,-0.575873429356649,-0.3293867113414689,-0.162206833636049,-0.5722907748468056,-0.19534911535955518,0.18224164640386903,-0.3843280259003748,-0.6150198848529472,0.7837706221576477,-0.36138826480183767,-0.6574888682367956,0.3691006877284668,0.011862177973308054
Chicken curry,-0.5573974891624857,-0.8946285848839259,2.0450143933127767,-0.425471277328436,-0.5685990675026605,-0.19943477879484442,-0.2132131592391003,-0.48342918169701943,-0.17561373596585297,0.08296673778388368,-0.04827350023420729,-0.8946285848839259,2.0450143933127767,-0.425471277328436,-1.1229720407879247,1.1879028983873878,-0.05874630881573514
Tandoori chicken,-0.47217397680371215,-0.9567638515574767,3.3440373557697884,-0.4078606784661647,-0.5855725784953003,-0.5279243860654785,-0.18463818691246092,-0.23064094342116717,-0.15587835657215077,0.9648071370098468,2.692492826589014,-0.9567638515574767,3.3440373557697884,-0.40786067846616464,-1.2772632730732412,1.6227294511729011,-0.1363273443770219
Butter chicken,-0.5159056915309926,-0.8731202233430814,1.7921844207540298,-0.3701935642329734,-0.5217198466658461,-0.2319227619315005,-0.25995609897101707,-0.5132475126204034,-0.1427214369763493,0.6980058200936362,-0.007360859793535744,-0.8731202233430814,1.7921844207540298,-0.37019356423297334,-1.1054193008242803,0.9461769421433156,0.037476543357812434
Chicken kebab,2.643497372077335,-1.0302507534886955,-0.30310765068110435,3.0633840306081974,-0.6938797438769059,-0.6326078872835927,-0.23506729807451412,-0.8369470055299748,-0.563742864041996,-0.5522375603393033,-0.7118194407766342,-1.0302507534886955,-0.30310765068110435,3.0633840306081974,-1.501509959442651,-0.6180314281171753,0.9105165407892799
Chilli chicken,-0.18615789621541232,-0.9256962182207014,1.399862049542181,0.014304510926616346,-0.6381096363296612,-0.3510453667659063,-0.14706209830293013,-0.6958662457879939,-0.3137613917217683,1.5720903670836628,0.1962508856553878,-0.9256962182207014,1.399862049542181,0.014304510926616344,-1.3038699282674377,0.28427638654507953,0.42428469810713226
Fried chicken with tomato sauce (Fried chicken tamatar ki chutney kay saath),-0.5797433287609376,-0.9466071252743001,1.954925552515982,-0.423514544121517,-0.6195196004805796,-0.30050850410888574,-0.21346461899557476,-0.6495810753994575,-0.32691831131756977,-0.1500966219060036,-0.4534037862722993,-0.9466071252743001,1.954925552515982,-0.42351454412151684,-1.2164228770487577,1.2000233990143374,-0.014106608685413516
Fish curry (Machli curry),-0.6538739183596206,-0.8713278598813443,1.1644686268150715,-0.4685194078806546,-0.5500090316535791,-0.02616553539934508,-0.16937343669557017,-0.1159664667854665,-0.030887620412036847,0.30362073389627287,-0.014972513829009498,-0.8713278598813443,1.1644686268150715,-0.4685194078806546,-1.0036217379898327,0.927700557213125,-0.02712091949844176
