dish_name,calories__kcal_,carbohydrates__g_,protein__g_,fats__g_,free_sugar__g_,fibre__g_,sodium__mg_,calcium__mg_,iron__mg_,vitamin_c__mg_,folate__µg_,calories_from_carb,calories_from_protein,calories_from_fat,carb_pct,protein_pct,fat_pct
Talaumein soup,35.63,4.17,10.12,12.78,0.77,1.94,11088.14,42.33,2.23,12.62,48.58,16.68,40.48,115.02,46.81448217793994,113.61212461408923,322.817850126298
Cold cucumber soup (Thanda kheere ka soup),48.03,4.58,2.99,1.99,3.34,0.88,121.32,99.79,0.32,5.05,27.42,18.32,11.96,17.91,38.14282739954195,24.901103476993548,37.2891942535915
Cold summer garden soup,49.19,2.65,8.57,14.08,0.46,1.86,9919.62,43.93,2.13,16.3,43.26,10.6,34.28,126.72,21.549095344582234,69.6889611709697,257.6133360439114
Chapati/Roti,202.31,35.65,5.88,3.56,1.0,6.31,1.16,17.22,2.28,0.0,5.84,142.6,23.52,32.04,70.48588799367307,11.625722900499232,15.837081706292322
Plain parantha/paratha,298.3,30.69,5.06,16.86,0.86,5.43,62.07,14.81,1.98,0.0,7.79,122.76,20.24,151.74,41.15320147502514,6.785115655380489,50.86825343613812
Potato parantha/paratha (Aloo ka parantha/paratha),205.04,23.92,3.7,10.22,1.15,4.18,127.2,17.38,1.52,7.98,14.96,95.68,14.8,91.98,46.664065548185725,7.21810378462739,44.859539602028875
Radish parantha/paratha (Mooli ka parantha/paratha),183.52,20.54,3.3,9.53,1.31,4.32,127.03,23.75,1.39,8.44,20.74,82.16,13.2,85.77,44.76896251089799,7.192676547515256,46.736050566695724
Cauliflower parantha/paratha (Phoolgobhi ka parantha/paratha),178.07,18.84,3.73,9.47,1.15,4.68,190.03,22.0,1.59,17.61,26.32,75.36,14.92,85.23,42.32043578368058,8.378727466726568,47.863199865221546
Dal parantha/paratha,268.24,30.03,6.78,13.05,1.43,6.46,156.13,23.89,2.45,1.8,29.02,120.12,27.12,117.45,44.78079331941545,10.110348941246645,43.78541604533254
Sprouted moong parantha/paratha,228.59,24.31,4.29,12.43,1.47,4.49,153.94,20.33,1.94,2.0,12.52,97.24,17.16,111.87,42.53904370269915,7.506890065182203,48.9391486941686
Pea parantha/paratha (Matar ka parantha/paratha),190.73,21.51,5.59,8.8,1.29,5.61,109.99,23.49,1.78,17.8,33.64,86.04,22.36,79.2,45.11088973942223,11.723378598018142,41.52466837938447
Keema parantha/paratha,238.09,18.36,9.41,13.91,0.99,3.44,140.62,19.35,1.8,1.8,11.49,73.44,37.64,125.19,30.84547860052921,15.809147801251628,52.58095678104918
Paneer parantha/paratha,262.97,24.33,7.98,14.62,3.77,4.0,142.52,127.65,1.7,1.69,29.0,97.32,31.92,131.57999999999998,37.008023728942455,12.138266722439822,50.03612579381678
Besan and spinach parantha/paratha (Besan aur palak ka parantha/paratha),216.49,21.39,5.54,12.09,1.31,4.39,177.19,33.07,1.85,6.65,50.53,85.56,22.16,108.81,39.521455956395215,10.236038616102359,50.26098203150261
Poori,737.63,8.22,1.35,77.61,0.23,1.46,31.73,3.98,0.6,0.0,4.68,32.88,5.4,698.49,4.457519352520912,0.7320743462169381,94.69381668316093
Spinach poori (Palak poori),684.25,7.76,1.42,71.86,0.24,1.55,35.47,10.02,0.79,3.03,18.9,31.04,5.68,646.74,4.5363536719035435,0.8301059554256484,94.5180854950676
Methi poori,710.02,7.98,1.45,74.6,0.26,1.61,35.37,14.61,0.81,2.91,8.47,31.92,5.8,671.4,4.495648009915214,0.8168783977916115,94.5607165995324
Dal stuffed poori,785.16,10.14,2.08,81.69,0.29,1.96,128.18,6.88,0.83,0.42,7.65,40.56,8.32,735.21,5.165826073666515,1.0596566304956951,93.63823933975242
Potato stuffed poori (Aloo ki poori),776.74,9.4,1.52,81.35,0.26,1.64,69.86,5.57,0.7,1.39,5.63,37.6,6.08,732.15,4.8407446507196745,0.782758709478075,94.25934031979813
Tandoori parantha/paratha,295.37,30.74,5.08,16.51,0.86,5.44,1.14,14.98,1.96,0.0,7.79,122.96,20.32,148.59,41.6291431086434,6.879507058943021,50.30639536852084
Boiled rice (Uble chawal),117.19,25.72,2.6,0.18,0.22,1.25,1.05,2.7,0.24,0.0,9.75,102.88,10.4,1.6199999999999999,87.78906050004267,8.874477344483319,1.382370509429132
Plain pulao,140.21,21.82,2.34,4.62,1.15,1.69,193.76,12.76,0.41,3.42,22.63,87.28,9.36,41.58,62.24948291847943,6.6757007346123665,29.65551672491263
Mixed vegetable pulao,113.05,17.49,2.72,3.33,1.35,2.67,187.92,19.61,0.6,26.15,80.63,69.96,10.88,29.97,61.884122069880576,9.624060150375941,26.510393631136665
Mushroom pulao,124.29,19.02,2.52,4.03,1.0,1.88,222.36,13.54,0.39,3.42,26.77,76.08,10.08,36.27,61.21168235578083,8.110065170166546,29.181752353367123
Sprouted moong pulao,112.97,17.49,2.19,3.61,1.43,1.78,153.16,16.26,0.65,7.53,43.15,69.96,8.76,32.49,61.92794547224927,7.7542710454102854,28.75984774718952
Paneer pulao,581.91,8.76,1.98,59.81,1.11,0.62,72.28,33.09,0.26,3.42,69.28,35.04,7.92,538.29,6.021549724184153,1.3610352116306645,92.50399546321596
Peanut pulao ,193.28,21.18,5.32,9.51,1.6,2.9,168.4,18.52,0.83,3.42,68.06,84.72,21.28,85.59,43.83278145695364,11.009933774834439,44.28290562913907
Navratan pulao,261.71,36.98,6.2,9.45,2.52,3.82,334.26,59.61,1.1,12.89,46.97,147.92,24.8,85.05,56.52057621030912,9.476137709678653,32.497802911619736
Green chickpeas pulao (Choliya pulao/Hare chane ka pulao),173.43,27.57,4.88,4.82,2.48,3.15,170.05,18.94,0.95,5.43,301.13,110.28,19.52,43.38,63.58761459955025,11.2552614887851,25.012973533990664
Mutton biryani/biriyani,190.76,22.5,7.38,7.72,2.39,2.42,262.64,68.58,1.29,10.28,30.07,90.0,29.52,69.48,47.17970224365695,15.474942335919481,36.42273013210317
Vegetable biryani/biriyani,174.61,18.56,3.16,9.51,2.14,3.31,183.79,33.52,0.86,39.35,77.54,74.24,12.64,85.59,42.51761067521905,7.238989748582555,49.017811121928865
"Lemon rice (Pulihora, Elumichai sadam, Chitranna)",176.3,21.62,4.26,7.88,0.78,2.52,187.11,12.7,0.77,10.2,38.01,86.48,17.04,70.92,49.0527509926262,9.665343165059555,40.22688598979013
Sweet rice (Meethe chawal),215.41,42.59,2.1,4.57,24.8,1.13,3.2,11.38,0.34,0.21,10.65,170.36,8.4,41.13,79.08639338935055,3.8995404113086676,19.09382108537208
Curd rice (Dahi bhaat/Dahi chawal/ Perugu annam/Daddojanam/Thayir saadam),195.74,32.93,5.75,4.32,3.91,2.13,213.29,101.52,0.59,5.1,28.24,131.72,23.0,38.88,67.29334831919893,11.750280984980076,19.863083682435885
Tamarind rice (Chintapandu pulihora/Puliyodharai/Puli sadam/Huli anna),373.04,65.08,7.45,8.53,11.65,5.12,162.41,50.94,2.89,0.84,23.02,260.32,29.8,76.77,69.78340124383443,7.988419472442633,20.579562513403385
Spanish rice,164.24,31.1,4.19,2.23,1.26,2.78,96.61,18.93,0.92,48.66,54.48,124.4,16.76,20.07,75.74281539210911,10.204578665367753,12.219922065270335
Chinese fried rice,120.58,13.4,4.05,5.43,1.47,2.31,248.36,34.7,0.99,67.39,136.83,53.6,16.2,48.87,44.45181622159563,13.435063858019571,40.529109305025706
Macroni cheese pie,170.63,21.1,5.85,7.48,3.4,0.4,200.51,122.01,0.54,14.65,28.19,84.4,23.4,67.32000000000001,49.46375197796402,13.713883842231727,39.45378889995898
Vegetable chowmein,129.71,15.44,3.07,6.36,1.97,1.86,258.47,28.33,0.99,85.39,99.36,61.76,12.28,57.24,47.6139079485005,9.467273147791227,44.12921131755454
Chicken chowmein,151.33,13.3,6.33,8.23,1.63,1.64,288.15,26.1,0.89,84.96,102.27,53.2,25.32,74.07000000000001,35.15495936033833,16.73164607149937,48.94601202669662
Cheese noodle ring,133.67,13.96,6.22,6.12,2.84,1.27,241.96,99.3,0.79,24.19,94.77,55.84,24.88,55.08,41.77451933866986,18.61300216952196,41.20595496371662
